sampleNo,locateID,bed,Loc,Facies,TypeDep,TypeClast,TypeLoc,TYPELocClast,TypeFac,psilevel,scale,area,mm^2,mm,PSI,Chain,efd1,efd2,efd3,efd4,efd5,efd6,efd7,efd8,efd9,efd10,efd11,efd12,efd13,efd14,efd15,efd16,efd17,efd18,efd19,efd20,efd21,efd22,efd23,efd24,efd25,efd26,efd27,efd28,efd29,efd30,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
O7D_4_05_7,O7D_5,D,5,Turbidite,Ta,TYPE I,O7D_5_Ta,O7D_5_TYPE I,Turbidite_Ta,O7D_4_5,2.921841E-03,341922,999.041718402,35.6653812921,5.15645249212,2468,0.5809120729013192,-6.20022476494591,-5.38622891632161,-8.96858074118424,-7.25999566541209,-10.3292734546858,-9.27527459419607,-11.2966882169882,-10.1172735367232,-11.7551446045419,-11.2023812585415,-12.0535858239413,-12.3584044091714,-12.5860817317462,-13.0469687086174,-13.0773778226088,-14.0201836388893,-13.4168801926089,-14.9999316736787,-13.7540179411343,-15.4841485436492,-14.0835684927668,-15.8058235444914,-14.6224646657415,-15.7985870098744,-14.9836242397451,-16.1195451241668,-15.4564958985593,-16.1765664415998,-15.9046185695232,-0.391191820091339,-0.397868356726193,0.175967231157086,0.00781865732296184,-0.343188207221757,0.660900688544656,0.144899911337649,-0.270700462652808,0.344561175414475,0.283270322933904,0.0491682449541527,-0.0500615141556862,-0.165464309399767,0.130593102275811,-0.00241595533573026
O7D_4_05_8,O7D_5,D,5,Turbidite,Ta,TYPE I,O7D_5_Ta,O7D_5_TYPE I,Turbidite_Ta,O7D_4_3,2.921841E-03,20383,59.555885103,8.707979561,3.1223380213,654,0.5584258263156021,-7.56094416840948,-5.16480831829843,-8.37642919446908,-7.71133919161447,-9.22027756631741,-9.78487362292632,-9.96253137375732,-10.971137207331,-10.6843879742629,-11.8807149422789,-11.6372585594073,-13.1723647463423,-12.6383689318361,-14.363020119702,-13.4390415560476,-14.8365182450674,-13.9739431622993,-14.7488261993188,-14.3649070140006,-14.9611205470108,-14.7997196060873,-15.4443601340808,-15.0346651353466,-15.9442907706825,-15.411028529496,-16.1846264345812,-15.7159866646119,-15.9446552941221,-15.750262399112,-0.728660868037845,0.967111758788283,1.47695836234442,0.829334189715996,-0.857991341407547,-0.600076506096519,0.407611767313515,-0.266814622397234,0.318250070926512,0.0292604873377156,0.00308603644387104,-0.107732954268582,0.169853269753897,0.126997760108981,-0.038913605891624
O7D_4_05_9,O7D_5,D,5,Turbidite,Ta,TYPE I,O7D_5_Ta,O7D_5_TYPE I,Turbidite_Ta,O7D_4_5,2.921841E-03,647950,1893.20687595,49.096902762,5.61756011106,3705,0.553591549488445,-5.72316799936914,-5.27810025643274,-8.38150582450131,-7.72079879992848,-9.14717167196668,-8.98711533844956,-10.1890779834405,-10.0261378043576,-11.1350368013488,-12.108263184621,-11.424641757268,-13.0642305343736,-11.9476250198516,-13.9227200903471,-12.3172079536182,-13.7030764733203,-12.3680407048905,-13.3359378564433,-12.6029607990339,-13.351795301999,-12.8509061973369,-13.3470065926542,-13.2133588711148,-13.4386310509064,-13.5472597871635,-13.7632144750124,-14.0858632305656,-14.2052867966895,-14.6131542662547,0.0915888321421141,0.793194803633271,1.27684707186077,0.131436866697756,-0.664701348715445,0.471326239485808,0.970631410190685,-0.236020881020567,-0.045008798611435,0.00536868063465015,0.0493809506260157,0.0836925215677368,-0.41454123141124,-0.300147317711895,-0.0106327672577864
O7D_4_06_1,O7D_5,D,5,Turbidite,Ta,TYPE I,O7D_5_Ta,O7D_5_TYPE I,Turbidite_Ta,O7D_4_4,3.748438E-03,156997,588.493520686,27.3732208985,4.77469329579,1650,0.5913926776793608,-7.3021183733334,-5.04704080536444,-8.3325998373869,-7.44961510058416,-10.7402261291145,-10.6243528965936,-10.5945781656942,-11.8067419402207,-11.3289050882131,-11.9569550752001,-14.3125740128756,-12.6114538797505,-14.2807345957665,-13.4918554527933,-13.810209379429,-14.7791227191141,-14.4170641067043,-16.2311725774736,-16.4873629798499,-16.975012238953,-16.3215048213681,-17.378045282181,-17.0949989645908,-16.3375242670359,-18.180300635669,-16.3425723841765,-17.8176284859084,-17.7804795957525,-17.0370983962066,-2.29506652513024,0.292297228767363,0.835398141314294,-0.0572529717175795,0.389644277896138,-0.845522221247404,-1.11965374275103,-0.370700463546002,0.41501050214355,0.25409537374582,0.0683465712211128,0.403943457337766,0.853897910809956,0.103116242677252,-0.729039629069117
O7D_4_06_10,O7D_5,D,5,Turbidite,Ta,TYPE I,O7D_5_Ta,O7D_5_TYPE I,Turbidite_Ta,O7D_4_3,3.748438E-03,48112,180.34484905600002,15.1532898576,3.92155913914,844,0.6172320492174524,-5.43116103677855,-5.34180340117976,-8.6355760591068,-8.50336219179521,-9.22956564837393,-10.5203148934887,-10.2813316113742,-11.6753804764055,-11.6265285467884,-12.1998668582301,-12.6618588524093,-12.9092830367499,-13.5181605252429,-13.6422825365932,-14.1643907074444,-14.0628252651951,-14.5874112666378,-14.4042854466787,-14.9926132278171,-14.7800041096388,-15.1726829207653,-15.0490902692673,-15.062571234649,-15.1035469789761,-15.3770815408778,-15.3482922146605,-15.5218686318861,-15.3878328144373,-15.908934011824,-1.62332197224887,1.79766714485565,0.73320137880502,0.128908307657291,0.847876803840067,-0.207520466282442,0.0332771851619642,-0.459143713387257,-0.117862492378644,0.439892110725642,-0.158109383815555,-0.00900086801275274,-0.0190854966289145,-0.0199875384987794,0.056835829571195
O7D_4_06_11,O7D_5,D,5,Turbidite,Ta,TYPE I,O7D_5_Ta,O7D_5_TYPE I,Turbidite_Ta,O7D_4_5,3.748438E-03,296858,1112.753807804,37.6404324052,5.23421129642,2077,0.6533820172278044,-5.76846058224079,-6.60587789171232,-6.48579767820583,-7.35745717647213,-8.12742420055657,-8.78881520093321,-10.3309302456092,-9.41565644189415,-10.3926354970646,-9.94392016831002,-10.2838191696976,-10.7284950803986,-10.8906643101655,-11.4849379784987,-11.4665791433482,-11.9948654042801,-12.087221906873,-12.4187270284418,-12.6704015684421,-12.9659966539162,-13.2023668507898,-13.3721290672109,-13.738695922059,-13.8896886740233,-14.3714941351243,-14.7164437548468,-15.385881353386,-16.0930067283292,-17.7169890454433,2.90616514390732,1.14084056428438,-2.11056049250552,0.276002727271193,-0.759332920553643,0.563664367958287,0.173721837712073,-0.893323841639496,0.709026005786072,-0.773739934092659,-0.0311128148088148,-0.418287317474288,-0.475134788533486,0.100715680528269,0.0872090620728392
O7D_4_06_12,O7D_5,D,5,Turbidite,Ta,TYPE I,O7D_5_Ta,O7D_5_TYPE I,Turbidite_Ta,O7D_4_4,3.748438E-03,170894,640.5855635720001,28.5590418489,4.83587567289,1471,0.6820839229117521,-6.10803924996909,-5.630343873616,-7.32287112713339,-9.82568193484597,-8.97395285757155,-10.4795176032612,-9.18963273300635,-12.1839803583179,-11.0471799979571,-13.2433003447182,-12.5143946486352,-12.5030525820579,-12.8321176634433,-12.7617458345955,-13.3284337071344,-12.5953857521519,-13.7883858521895,-13.3039044446145,-14.305948690976,-13.7069194283156,-14.1567612104414,-13.8522316549092,-14.4214137086379,-14.0524028401286,-14.3735743004741,-14.3987882822834,-14.4954982378331,-14.6873146816348,-14.6731566830843,-1.34661809638372,3.36701696458813,-0.0822097318657468,1.02566461262395,1.21526033036235,-0.551209771992814,0.0127897737379154,0.0896393846272174,-0.937963211363557,-0.415830632769608,0.191069680745138,0.402069515568887,0.366504921467873,-0.72594277082301,-0.0447647672339099
O7D_4_06_13,O7D_5,D,5,Turbidite,Ta,TYPE I,O7D_5_Ta,O7D_5_TYPE I,Turbidite_Ta,O7D_4_1,3.748438E-03,2587,9.697209106,3.51381133633,1.8130367322,179,0.737225406327605,-5.7178279114394,-5.41330992190813,-7.39752866695263,-8.24483243144573,-9.14531547238254,-9.91476377534591,-10.0714665159876,-11.3420950678294,-11.3122613527802,-12.4252206726922,-12.7899475286043,-13.0437625285659,-12.5200028956507,-13.1838484530364,-14.100104602063,-14.941545214718,-13.1854984868756,-14.5046696554423,-13.905076483583,-13.9065540686472,-13.9192420714738,-14.4479867028294,-14.0240050778736,-14.691670809839,-14.2580774914147,-14.4966969311769,-13.9076698329462,-14.7931886511562,-13.842709482129,-0.836681421954608,2.35215075442996,0.162029327778595,-0.240400664698575,0.117276416255296,0.047131857638774,-0.329550102570821,0.604437170331879,-0.185167166585677,0.0976596745753658,-0.227422500515454,0.450145687108886,0.174769759393237,-0.0920637104219052,-0.210441969042923
O7D_4_06_14,O7D_5,D,5,Turbidite,Ta,TYPE I,O7D_5_Ta,O7D_5_TYPE I,Turbidite_Ta,O7D_4_4,3.748438E-03,76942,288.41231659600004,19.1629321002,4.26024641811,1198,0.7892088269821538,-3.15830205308186,-4.10539410217664,-4.90080300996293,-7.84342382564255,-7.96872920697358,-6.78448230351767,-7.33359886658695,-8.91085107483952,-10.0245451514224,-9.79299031252386,-9.40914617841832,-10.9101638821385,-13.2314896859747,-12.4731323710193,-13.003062576491,-12.9477237613594,-11.6964301358976,-11.5050442034488,-12.2596216375425,-12.8787790562153,-11.9976061513014,-11.7257606710552,-12.2172868361681,-13.8260090620255,-13.2323442652007,-13.0176279181185,-13.3971489091509,-15.5606085627162,-15.7037750555728,4.73503296907286,1.31061076863528,0.523753447592297,-2.12526599142403,0.257825580060862,-0.849747647906489,0.828611405560077,1.52878510165342,-1.44223100987675,0.909244358312529,0.942596867873624,-0.539415740078701,1.36369014229133,-0.00568654968477925,1.13650757858336
O7D_4_06_15,O7D_5,D,5,Turbidite,Ta,TYPE I,O7D_5_Ta,O7D_5_TYPE I,Turbidite_Ta,O7D_4_5,3.748438E-03,253170,948.9920484600001,34.760526517,5.11937802968,2256,0.5637151398037442,-5.19206584352388,-4.88966013991995,-7.49857561217488,-7.77108577251768,-9.01314645939651,-8.21568043491873,-10.3069641826751,-10.5183566445493,-12.0039087929799,-11.3886042684946,-11.8751278826441,-12.3609968772129,-12.6482895490009,-13.6975528307505,-12.9458838857672,-13.6099499026224,-13.353435837643,-13.5855001816588,-14.2592953399507,-14.8107588199742,-15.1835169001503,-14.9002366263845,-14.7694210993955,-14.5326709803206,-14.6814649120216,-14.7859781460438,-14.7564162680902,-15.1350542406202,-15.0289871759091,0.376048114592087,0.288223401492167,1.16366319039436,-0.834431898613198,0.0614435562956291,0.158823875111619,0.815720107733775,0.0712514725425422,-0.372176228556144,-0.369365554335713,-0.319758516950452,-0.279836554150357,0.318593353308272,-0.322825075905826,0.474468344449136
O7D_4_06_16,O7D_5,D,5,Turbidite,Ta,TYPE I,O7D_5_Ta,O7D_5_TYPE I,Turbidite_Ta,O7D_4_5,3.748438E-03,479614,1797.803342932,47.8438534179,5.58026168599,2832,0.5815068213001352,-7.0949842047872,-4.88766941231497,-7.91039471849378,-8.92740712976507,-8.68827314625421,-9.48899780891407,-9.58825335830198,-11.3515749532247,-9.66530961658923,-12.8438452825604,-10.7956184123674,-12.3839178450321,-11.2063210183323,-13.5998994047323,-11.8293735954945,-14.2339102335084,-11.9291796697327,-13.9526398320978,-12.4548788103164,-14.6346024105208,-13.4170665104394,-15.4199625502214,-14.9836467414546,-16.5150541528888,-14.9261847317487,-15.3528595991256,-14.9559217910518,-14.6829105614225,-15.6274286710937,0.246760709317151,2.01023024384921,1.53395356969023,1.9484927729885,0.00254293982527337,-0.242492531125047,0.694415783329671,0.474517883780024,-0.743515798119919,-0.513839497923826,0.073025126479095,-0.317827859533469,0.301936236717557,-0.344282163097073,-0.363422046696588
O7D_4_06_17,O7D_5,D,5,Turbidite,Ta,TYPE I,O7D_5_Ta,O7D_5_TYPE I,Turbidite_Ta,O7D_4_4,3.748438E-03,189254,709.406885252,30.0540330008,4.90948669647,1509,0.7163689308879297,-6.07963158764809,-5.32117591727848,-9.78075787463138,-9.24030896035229,-9.1564064584248,-10.622046144955,-10.0851571890761,-10.1165380109063,-11.7410513114573,-12.1843718105965,-11.7670456590584,-11.9732879354109,-11.8911428712331,-12.1726148345381,-12.4992832501635,-12.5349875604043,-12.7295305128731,-12.8538483864834,-12.9307608013421,-13.2487767786848,-13.2650795074262,-13.3979263072196,-13.4125664047864,-13.4256880480634,-13.6931261025237,-13.9817739436721,-13.9440208970311,-13.903784746004,-14.1804572495519,-0.524806030043425,1.61896106717956,-0.717061084698831,1.41188789479835,1.10794989226592,0.128142952511963,0.531334754862958,0.865776786058357,-0.301397145480561,1.13584204353548,0.0122971147696753,0.229052073277174,-0.837763332377585,-0.495530168361699,-0.0345875322825111
O7D_4_06_18,O7D_5,D,5,Turbidite,Ta,TYPE I,O7D_5_Ta,O7D_5_TYPE I,Turbidite_Ta,O7D_4_5,3.748438E-03,457540,1715.06032252,46.7298900516,5.54627373765,2793,0.6335501796576504,-3.77621935429094,-6.0179102708354,-6.19796811348121,-8.8075007549459,-7.48019323627615,-9.88432704209817,-8.87107823500196,-10.492989026121,-10.4900895257135,-10.6134860451487,-12.1332283749085,-11.1899021576352,-13.4389151474045,-11.9315717286334,-12.9349325155028,-12.9873720874502,-12.6226880589452,-14.5988971361275,-13.0044849881423,-14.7536714333562,-13.6928538088816,-14.2963855324643,-14.5631721681731,-14.35455889911,-15.9209937094611,-14.5474101550704,-15.7839717687228,-15.2205593822266,-15.3507934067603,1.47536388451736,2.51040250748664,-1.06286035183317,-0.670579210396291,1.57190579880572,-0.86012792609873,0.350312624896947,-1.35900530469418,-0.165347815870598,-0.142596187819304,0.187015554714891,0.0948703711360666,-0.0182686008520511,-0.111606994226191,0.00769470719751172
O7D_4_06_19,O7D_5,D,5,Turbidite,Ta,TYPE I,O7D_5_Ta,O7D_5_TYPE I,Turbidite_Ta,O7D_4_4,3.748438E-03,104701,392.465207038,22.3540202544,4.48246241084,1346,0.5896938493507112,-6.05412407454921,-5.41533784960122,-8.31606615479016,-7.73668113505681,-9.9217453855177,-9.55577027670816,-10.4342142649236,-10.5787626160854,-11.2041790020123,-11.6530659874198,-11.9098779181201,-12.556271751707,-12.6672016859337,-13.2052025710283,-13.3506201824697,-13.6159455390786,-13.8910221544476,-14.156499855361,-14.3670262967871,-14.4894163717119,-14.9314428925415,-15.0177415258329,-15.5512818034146,-15.1435777803477,-15.8685214593543,-15.4477438865427,-15.9342258501128,-15.6763528812942,-16.1621457373401,-0.35859254594032,0.652768468575765,0.454325038402731,0.21920459644292,-0.155444110671696,0.277724525296635,0.157807614326038,-0.37251847802714,0.108249595377443,0.143421711131306,0.225852141407667,0.0848129796457347,0.0535257204907754,-0.0173977098131581,-0.0082770318781738
O7D_4_06_2,O7D_5,D,5,Turbidite,Ta,TYPE I,O7D_5_Ta,O7D_5_TYPE I,Turbidite_Ta,O7D_4_6,3.748438E-03,1404547,5264.857347586,81.8744439513,6.35534129842,5181,0.5917622047191501,-4.59738990637014,-4.41603057414297,-6.15992904010657,-7.3529936716606,-8.75818794600761,-8.66437333845562,-9.77125647308379,-9.68350136297058,-10.1506498732537,-11.0195963860874,-11.7899655403012,-13.2640703608748,-11.8511617099985,-12.705821325555,-13.0303731908148,-13.2678393208802,-14.4230153480519,-13.079053815165,-13.8115335579573,-13.7528908974871,-14.0455733132702,-15.5397709999947,-14.8046643012613,-13.7393786495316,-13.8372285396007,-14.9212994417824,-16.3211737088812,-15.2640123840024,-15.1587274758767,1.86045315432711,0.731867946443263,1.79921316251722,-0.888127332675998,0.165060762840687,0.124066890834767,0.491190954834011,0.640056948114353,0.125990515292181,-0.263603534530288,0.285955352230598,0.842099552275868,0.229141910875432,0.602035135976354,-0.179881915066655
O7D_4_06_20,O7D_5,D,5,Turbidite,Ta,TYPE I,O7D_5_Ta,O7D_5_TYPE I,Turbidite_Ta,O7D_4_5,3.748438E-03,301058,1128.497247404,37.9057689741,5.24434552737,3071,0.5249851663931012,-6.5201084634548,-5.06983066595999,-9.05013950212019,-7.11221263619601,-11.2273522813947,-8.62865159507088,-11.5141754950008,-9.77216146522587,-12.579305538766,-10.6409303686741,-13.278457243199,-11.355028312082,-13.6698978518847,-11.9826950101976,-13.9651137630186,-12.683170168791,-13.9782124715099,-13.2403144827348,-14.3110209526969,-13.8285931806073,-14.5865785338206,-14.2999427593615,-14.9189971761429,-14.7982644144015,-15.1395178616199,-15.3915645129861,-15.4041011131487,-15.9575040922545,-15.6801444147529,-0.441786698682168,-2.20820491328799,-0.312064422004476,-0.556588390076499,0.427604860262335,0.234873214510142,-0.154201403097447,-0.313126632170486,0.00600944806751157,0.0540054495692109,0.208545194874715,0.203074319427506,0.241910407949429,-0.176550776397406,-0.00301189775324452
O7D_4_06_21,O7D_5,D,5,Turbidite,Ta,TYPE I,O7D_5_Ta,O7D_5_TYPE I,Turbidite_Ta,O7D_4_4,3.748438E-03,134645,504.70843451,25.3498468907,4.66390512848,1544,0.5975474220244882,-5.8357865549863,-4.97402741391086,-6.982817364126,-7.19060302812763,-10.6091352377814,-9.52353422992047,-9.06327806052439,-10.6330833671024,-9.65422599418645,-11.0859059607365,-11.9515496836951,-11.0322193638084,-10.9029289707201,-11.399132123049,-11.6343368280356,-12.5023758513962,-12.3153165656866,-11.9046545040714,-12.4698178569475,-12.7904515703576,-12.9849792875759,-13.233051276128,-12.9794129034036,-13.0016790741077,-13.7962191029429,-13.8847663403708,-13.9723933971009,-14.1362395717622,-13.9988252736604,1.93935341693937,0.34868236741182,0.328629629189533,0.931163052126309,0.450681561340801,0.463711321055103,-1.06203476766632,-0.0343598426112822,0.337650421262264,-0.0266056484558347,0.322680588825553,0.703301712064209,1.1162204603128,-0.388084248774183,-0.693086019175597
O7D_4_06_22,O7D_5,D,5,Turbidite,Ta,TYPE I,O7D_5_Ta,O7D_5_TYPE I,Turbidite_Ta,O7D_4_5,3.748438E-03,629814,2360.8187305320002,54.8259771063,5.77678771367,3570,0.5649484697461762,-5.87915467583318,-5.78399899062249,-6.43576552381155,-9.05564351764485,-8.67219109000033,-11.5426199435683,-9.88395589586967,-9.78393471562834,-8.85805143803461,-8.96269297382492,-9.43653026035218,-9.87581844185791,-10.1154265570085,-11.3380456501412,-11.5592050274412,-11.87477145079,-11.6327926733116,-12.093160745263,-12.0451639888279,-13.4112041803921,-13.8356240000654,-16.2584622240032,-14.9504542039291,-14.1014097348197,-14.1732876476983,-13.9865520599434,-14.472542006325,-14.6941025234946,-15.2645943972308,3.11371929311673,1.81832804417027,-1.44980343094596,2.73063474662166,1.78841721689869,-0.0702604661263852,0.804690081122379,-0.876787831356957,1.89111488393894,-0.108866472867275,0.769791976815494,-0.699392350406175,0.373103695818012,0.661937636890595,-0.375253441425331
O7D_4_06_23,O7D_5,D,5,Turbidite,Ta,TYPE I,O7D_5_Ta,O7D_5_TYPE I,Turbidite_Ta,O7D_4_5,3.748438E-03,615632,2307.658382816,54.2051834121,5.76035891188,3593,0.5593647696432704,-6.67170131196158,-4.94932169788015,-8.07832472663848,-7.82567006422949,-7.61986363742852,-8.92454271886619,-9.87946706166117,-9.86210139060543,-9.86781860651687,-11.0167667674384,-12.9981160924289,-11.6678304459247,-11.8865869452888,-12.8382361179418,-12.5978546062326,-12.4193498599524,-13.5094385589744,-12.8935303195359,-13.5661292390025,-14.2183588832571,-14.6151547773756,-14.5465599235894,-14.121943043476,-14.7998033723177,-14.3218471827617,-15.26761794139,-14.6182317571023,-14.8415574028529,-14.5560720778033,1.22644047086791,0.259314503050375,0.628037268578256,0.313334039609165,0.144534409972715,-1.03824975868556,0.653882420051984,-0.0534366366580609,-0.172403264375816,-0.250373102797199,-0.778165415145146,0.253052900904884,-0.185574987704932,0.0205781309276338,-1.13564154485025
O7D_4_06_24,O7D_5,D,5,Turbidite,Ta,TYPE I,O7D_5_Ta,O7D_5_TYPE I,Turbidite_Ta,O7D_4_5,3.748438E-03,222679,834.698425402,32.600169373,5.02680755483,1765,0.6141264249457112,-7.14252127899022,-5.23796392731716,-8.02109950274525,-7.88521591317764,-9.47363464427574,-10.9981805861956,-9.72399946564133,-12.5012228556859,-10.3803847732426,-12.605184329615,-11.0748043420867,-13.2147041563225,-12.0848295664272,-15.1694298773968,-13.6860338806753,-15.4527308949075,-15.4839048149727,-14.8672079051827,-17.9937684643487,-14.7539994152666,-17.2089651973111,-15.241480276514,-17.4363084738571,-15.8845331891708,-18.5752953206057,-17.13002577142,-19.3368535648127,-19.0879073997744,-18.7910120762406,-1.36894121023401,2.58853896586834,1.93133820728673,1.45941962154099,-0.661237476029938,-0.184740141234138,-0.313687974844566,-0.253391629313881,0.718852455486203,0.265788943420661,-0.101070533834336,-0.660384483111899,0.701184373317721,0.00495830610816805,-0.0366036052554622
O7D_4_06_25,O7D_5,D,5,Turbidite,Ta,TYPE I,O7D_5_Ta,O7D_5_TYPE I,Turbidite_Ta,O7D_4_5,3.748438E-03,382063,1432.139467594,42.7019508186,5.41623007509,2408,0.6167702007868162,-7.5724894176197,-5.3504836209447,-8.01119514082633,-8.60919582154286,-10.4256088376778,-10.2570531485437,-11.4822193696078,-11.0715966476683,-12.8515034903043,-11.7161649294116,-12.5745898165788,-12.3102132434731,-12.9290233575088,-13.1244663948754,-13.0118607375484,-14.2329542555943,-13.0874165727992,-15.0294656873734,-13.532372634365,-15.0420178871155,-14.3211526898199,-14.7735630481489,-15.4183053431967,-14.6523748426129,-16.4975946089964,-14.8239516571932,-15.9111393318162,-15.2192367063014,-15.3844810572001,-1.86586025905421,0.546751714929536,-0.32548958041525,0.614436417622725,0.606933848448009,-0.0849027829301243,0.215711117944159,0.484675522271457,0.564597927779225,-0.420650029775935,0.16658013181491,-0.140336539244546,0.305001633714495,-0.195816982226519,0.316920728598905
O7D_4_06_3,O7D_5,D,5,Turbidite,Ta,TYPE I,O7D_5_Ta,O7D_5_TYPE I,Turbidite_Ta,O7D_4_5,3.748438E-03,719330,2696.3639065400002,58.5928080297,5.8726516869,3605,0.588356014931845,-6.94683116920049,-4.79830961309679,-9.02781293251677,-8.65938279681177,-9.65417961012932,-10.4257818902433,-10.8614962676973,-11.73063135006,-11.1272818220316,-12.3013943647671,-11.4045558071406,-12.1673753610567,-12.365866543528,-12.2098746994653,-12.6642034109042,-12.7156608672054,-13.4380530639583,-13.8831617044852,-14.3624338522799,-15.5720732471,-14.8063296217947,-17.1665729217457,-15.8175811782376,-15.3711406796831,-16.7359678377835,-15.1708534151266,-16.6058687422615,-15.1995054371707,-15.6919549387968,-0.857144539274935,0.904185661233515,0.791362829804457,1.81893097229585,1.15789351806788,0.00172943295005581,-0.369455925303507,0.441504470300319,-0.371860226204748,-0.0385352181056621,0.125260297571067,-0.269376804217118,-0.0722686593073952,0.144418748914083,0.147850710227152
O7D_4_06_4,O7D_5,D,5,Turbidite,Ta,TYPE I,O7D_5_Ta,O7D_5_TYPE I,Turbidite_Ta,O7D_4_4,3.748438E-03,63919,239.59640852200002,17.4660705972,4.12648317151,997,0.6393636742391613,-7.00977792813156,-5.32124941524973,-7.29749704210276,-8.20053747932033,-8.64788816386903,-10.0578985376733,-9.94369111422989,-10.729508063482,-11.2431365027649,-11.6104733743818,-12.3182097903289,-11.8337601819537,-12.6177306710117,-12.7310697099795,-13.3406313757123,-13.7539103834343,-13.6389815925581,-13.5769999017057,-14.0583845291421,-14.1588037413329,-15.2149025194505,-15.6317970539094,-14.8045490705828,-15.4410486604739,-14.8678916385326,-16.1433757296498,-16.6402057992761,-16.6130809851628,-16.3566212535808,-0.0404364738356904,1.30002946871884,-0.0925421718924358,0.458795180459166,0.399522548532958,-0.864965434947454,-0.102232119380858,0.224223002560889,0.31950596455133,-0.267272681178632,-0.0297582015745242,-0.00611542846896028,0.0445971859614175,-0.26215167297063,-0.179388354505466
O7D_4_06_5,O7D_5,D,5,Turbidite,Ta,TYPE I,O7D_5_Ta,O7D_5_TYPE I,Turbidite_Ta,O7D_4_5,3.748438E-03,319014,1195.804200132,39.0198051683,5.28613466926,1851,0.76435866215642,-6.06275014960446,-6.23051117811181,-7.23570596841958,-8.38513478416164,-8.02464941756828,-9.26364460840731,-9.52874420837479,-10.6177701689965,-11.1532517414847,-12.6483486420843,-11.7990116474187,-12.3951974408692,-12.5978637919145,-12.5905977578046,-13.5456246818559,-15.745987603988,-14.69620616828,-16.209240292413,-14.6851393828896,-14.5915757611844,-16.2654791981605,-15.7153819763899,-15.4715700185902,-16.8054293309147,-15.1576556972407,-16.0862644038683,-16.3851648447745,-15.7291179766654,-16.2297892177035,0.0937685657139985,2.80811435180679,-1.09177878975446,-0.1423064663529,-0.614637646298345,-0.232809054022115,-0.0874042231712326,0.144729385279859,-0.707679569792503,-0.242277399346694,0.00854791049700754,0.178136580084184,-0.625624447408931,-0.556666050814945,0.0452176401906272
O7D_4_06_6,O7D_5,D,5,Turbidite,Ta,TYPE I,O7D_5_Ta,O7D_5_TYPE I,Turbidite_Ta,O7D_4_4,3.748438E-03,189717,711.142412046,30.0907733526,4.91124928024,1568,0.8855892283166145,-4.273799907073,-6.06567046481277,-5.88017698156279,-7.64911603595283,-8.65452266003139,-10.0282472573348,-10.99231287503,-11.3461332678856,-11.3037236983723,-13.1343273765236,-12.5830163444563,-12.9286900455539,-12.8883806065129,-13.8964548622225,-14.5167469122031,-13.2447745632939,-14.5411866256675,-15.6099508067857,-14.1010921645018,-14.8607989438598,-15.8449846164806,-14.7217734204059,-15.5692503653616,-16.7021866819231,-15.5512704416198,-16.4590987224323,-17.5500401617014,-16.0584902160255,-16.9975051394187,-0.841411066905054,3.82697029879853,-0.580447573298931,-1.7579226198248,-0.576492605744587,0.721137544729454,-0.976954542963394,0.766371730883949,0.107090109910076,0.0445210501972761,0.0301718182602127,-0.381446368322105,-0.143542417501883,-0.0534721966054024,-0.593728174482482
O7D_4_06_7,O7D_5,D,5,Turbidite,Ta,TYPE I,O7D_5_Ta,O7D_5_TYPE I,Turbidite_Ta,O7D_4_5,3.748438E-03,345817,1296.273583846,40.6259373769,5.34432919612,2054,0.7521577327094793,-6.47651837829208,-6.40322873854317,-7.67196099475944,-7.99937410682825,-8.86612765959842,-9.13003597587786,-10.8528480146673,-10.5901594377401,-12.3197623504692,-11.6722734348326,-13.1294042496175,-12.1284991298668,-13.2124689991464,-12.7505067496193,-13.3717168388831,-14.1375465269086,-14.4088051091137,-14.1493660823961,-14.7368977657079,-13.9238265011552,-14.6777051261214,-14.4929557122152,-14.6425764029514,-15.4767744741289,-15.0240624880778,-15.3614003774772,-15.7148540120868,-15.0693507224239,-15.5962265664113,-0.846694884834246,1.51646437258466,-1.86235950265788,-0.845889158770497,-0.569353465200299,-0.108651987901101,-0.145141230538461,-0.066867953242283,-0.172482905108843,-0.295906333969383,-0.457134152124848,0.0778294556437819,-0.326730626857081,-0.285515187243676,-0.0146038106300863
O7D_4_06_8,O7D_5,D,5,Turbidite,Ta,TYPE I,O7D_5_Ta,O7D_5_TYPE I,Turbidite_Ta,O7D_4_5,3.748438E-03,621547,2329.830393586,54.4649629545,5.76725654447,3391,0.5807506446225864,-6.1855006840745,-4.91270094461818,-8.30307158506164,-8.02589918081902,-9.65368262168346,-8.96559367067256,-8.64657868029961,-9.27711496524606,-10.1358440270661,-11.9265964850287,-10.9343379692646,-12.2650409124245,-12.4949358226447,-12.7267784153905,-14.1564137825148,-13.5208468912607,-13.5420039424777,-13.9432833907929,-14.0732827507861,-14.2170297985207,-14.6248426756878,-14.7504844597723,-14.8668906469271,-15.3999917427166,-16.0167610582757,-15.7922588594008,-16.0024907560641,-16.4854363885017,-16.1712779586831,1.1815432275041,0.512068262974338,0.940308433801359,0.67278072930046,-0.269247586692926,-0.345663710061773,0.739657461862895,0.108476317526854,-0.617381698853349,0.628819893374828,1.04607490472443,0.51375252651129,-0.0540929606348936,-0.516747214666432,-0.0471274878819907
